The Shawshank Redemption :142 min:R:1994-10-14:Crime,Drama:1,960,414:
                    Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.
            :Frank Darabont:Stephen King,Frank Darabont:Tim Robbins,Morgan Freeman,Bob Gunton:Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown,Gil Bellows,Mark Rolston,James Whitmore,Jeffrey DeMunn,Larry Brandenburg,Neil Giuntoli,Brian Libby,David Proval,Joseph Ragno,Jude Ciccolella:Andy Dufresne,Ellis Boyd 'Red' Redding,Warden Norton,Heywood,Captain Hadley,Tommy,Bogs Diamond,Brooks Hatlen,1946 D.A.,Skeet,Jigger,Floyd,Snooze,Ernie,Guard Mert:Castle Rock Entertainment
City Lights :87 min:G:1931-03-07:Comedy,Drama,Romance:134,630:
                    With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.
            :Charles Chaplin:Charles Chaplin:Charles Chaplin,Virginia Cherrill,Florence Lee:Virginia Cherrill,Florence Lee,Harry Myers,Al Ernest Garcia,Hank Mann,Charles Chaplin:A Blind Girl,An Eccentric Millionaire,A Prizefighter,A Tramp:Charles Chaplin Productions
The Departed :151 min:R:2006-10-06:Crime,Drama,Thriller:1,009,888:
                    An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
            :Martin Scorsese:William Monahan,Alan Mak:Leonardo DiCaprio,Matt Damon,Jack Nicholson:Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen,Ray Winstone,Vera Farmiga,Anthony Anderson,Alec Baldwin,Kevin Corrigan,James Badge Dale,David O'Hara,Mark Rolston,Robert Wahlberg,Kristen Dalton:Billy,Colin Sullivan,Frank Costello,Dignam,Queenan,Mr. French,Madolyn,Trooper Brown,Ellerby,Cousin Sean,Trooper Barrigan,Fitzy,Delahunt,Lazio - FBI,Gwen:Initial Entertainment Group (IEG)
Modern Times :87 min:G:1936-02-25:Comedy,Drama,Family:175,490:
                    The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
